Moisture_Content,pH_Level,Carbon_Content,Nitrogen_Content,Phosphorus_Content,Potassium_Content,Microbial_Activity,Processing_Temperature,Processing_Time,Energy_Consumption,Fertilizer_Quality,Cost,Carbon_Footprint,Seasonal_Availability,Waste_Type_Food Waste,Waste_Type_Garden Waste
64.55,5.76,55.37,1.16,1.08,1.27,79.36,53.52,68.6,327.78,11.42,67.33,1.47,0.0,0.0,0.0
43.58,5.5,44.43,2.97,1.86,2.54,105.19,64.46,33.57,302.92,17.7,60.22,1.55,1.0,1.0,0.0
39.53,6.85,45.39,3.51,1.76,1.43,52.49,64.15,24.53,465.27,16.58,77.03,1.28,2.0,0.0,1.0
39.23,8.01,44.85,2.12,1.5,1.45,175.93,54.01,39.89,407.47,15.74,79.31,1.0,0.0,0.0,1.0
47.11,7.22,59.83,3.62,0.9,1.55,166.99,53.17,25.46,493.52,16.12,82.73,0.75,2.0,0.0,1.0
51.5,8.5,43.95,1.64,0.68,2.17,59.49,51.54,63.74,290.58,7.51,72.1,1.67,2.0,0.0,0.0
71.55,6.36,51.51,1.98,0.52,2.32,104.73,68.24,47.59,133.73,21.2,52.97,1.51,2.0,0.0,0.0
35.99,6.34,58.51,1.45,0.66,1.04,193.29,54.66,54.81,482.21,34.99,80.68,0.36,1.0,0.0,1.0
66.75,5.98,42.94,2.86,0.94,1.48,108.8,56.88,43.75,101.65,5.96,54.23,1.59,2.0,1.0,0.0
56.57,5.99,59.42,2.26,1.33,1.86,128.93,55.61,40.58,410.44,24.1,82.83,1.06,1.0,0.0,0.0
44.4,6.36,58.95,2.84,0.6,1.66,103.29,58.27,34.67,112.51,17.96,48.4,1.83,2.0,0.0,1.0
54.64,7.88,57.69,3.29,0.7,2.77,139.42,64.28,60.99,404.49,20.34,80.0,1.05,0.0,0.0,1.0
45.0,8.22,44.29,2.64,0.77,2.58,196.72,67.41,57.39,475.18,14.29,95.8,0.57,2.0,0.0,0.0
59.8,8.43,52.68,2.88,1.45,2.25,199.63,53.65,41.31,255.7,28.23,58.75,1.08,2.0,0.0,0.0
51.69,6.2,55.22,3.81,1.42,1.68,166.21,63.73,39.41,196.39,14.13,62.42,1.4,0.0,0.0,0.0
38.22,8.14,59.72,1.9,1.33,2.4,110.65,57.05,24.06,190.51,16.06,49.52,1.53,1.0,1.0,0.0
35.83,6.48,43.61,2.08,0.88,2.69,124.16,69.61,27.05,296.69,14.62,71.66,1.34,0.0,1.0,0.0
57.33,5.84,55.32,3.15,1.06,2.19,103.51,55.98,53.92,168.35,20.81,59.94,1.68,2.0,0.0,1.0
75.12,8.11,46.78,2.83,0.65,2.57,197.84,50.14,48.7,369.17,22.03,81.13,0.85,2.0,0.0,0.0
47.2,7.41,43.51,1.54,0.84,2.5,156.16,60.31,44.87,247.34,16.52,64.77,1.26,1.0,1.0,0.0
66.65,5.99,48.43,2.13,1.85,2.14,117.34,53.01,63.72,229.24,16.94,67.9,1.48,2.0,0.0,0.0
62.93,6.79,55.88,2.4,1.97,1.62,51.82,50.89,48.19,284.51,15.82,68.24,1.61,2.0,0.0,1.0
76.58,6.36,49.3,2.26,1.47,2.49,128.07,63.97,42.46,317.04,18.65,65.11,1.25,1.0,1.0,0.0
71.05,7.71,50.75,1.53,1.88,1.41,197.59,64.65,31.74,156.77,12.73,57.5,1.16,1.0,1.0,0.0
58.33,6.86,59.9,3.77,1.46,2.56,128.46,59.21,63.39,383.11,20.67,79.66,0.98,1.0,1.0,0.0
62.85,8.47,47.98,3.29,0.55,2.61,77.36,63.54,51.66,453.18,14.67,86.14,1.24,1.0,0.0,1.0
74.92,5.66,52.31,2.44,2.0,2.64,53.31,60.76,28.44,211.19,12.21,48.87,1.71,2.0,0.0,0.0
49.98,6.57,47.3,3.04,0.65,1.95,103.21,62.6,55.15,172.16,23.22,57.36,1.64,1.0,1.0,0.0
46.34,6.95,47.86,3.69,1.52,1.38,187.73,61.93,44.4,404.2,10.99,81.29,0.72,1.0,0.0,1.0
30.54,7.01,53.91,1.41,0.88,1.2,199.48,63.32,62.95,173.42,15.01,68.56,1.1,2.0,0.0,0.0
71.33,6.45,58.76,1.75,1.09,2.49,191.81,53.99,68.11,116.5,10.83,54.95,1.45,1.0,0.0,1.0
70.05,7.69,50.85,2.63,1.47,2.77,159.41,55.37,52.82,347.7,15.86,73.62,1.17,2.0,0.0,0.0
35.22,8.12,55.37,3.4,1.15,2.3,133.72,58.8,59.12,195.9,20.27,58.12,1.41,1.0,0.0,1.0
58.84,8.32,41.78,1.11,0.88,1.29,138.6,58.92,26.72,168.72,8.72,49.04,1.57,1.0,0.0,0.0
53.2,7.92,44.22,3.95,1.0,2.87,130.85,65.49,50.89,492.64,5.86,98.37,0.7,0.0,1.0,0.0
35.94,8.05,50.04,2.36,1.01,2.98,156.06,57.35,60.26,216.75,14.46,58.4,1.17,2.0,0.0,0.0
79.03,7.15,40.4,2.08,1.94,1.87,112.83,53.25,47.84,461.38,12.58,83.63,1.01,1.0,0.0,1.0
40.73,7.98,45.06,1.88,1.7,2.19,150.38,55.03,52.49,171.29,13.55,64.74,1.3,0.0,0.0,1.0
33.36,6.41,50.35,1.52,1.19,2.55,68.24,54.29,67.15,427.59,24.07,91.95,1.34,0.0,0.0,0.0
59.74,6.7,40.3,3.37,0.8,2.47,89.85,64.63,33.51,300.81,15.18,78.36,1.48,2.0,1.0,0.0
66.94,6.45,45.29,3.87,1.72,2.94,175.4,59.41,28.72,131.44,16.71,54.25,1.36,0.0,1.0,0.0
31.62,6.9,50.28,2.24,0.74,1.23,185.56,64.17,57.15,393.44,17.72,82.0,1.02,2.0,0.0,0.0
62.94,6.36,51.46,3.86,0.82,2.16,130.85,58.32,63.5,456.83,18.57,91.48,0.97,0.0,0.0,0.0
56.61,8.38,58.52,3.47,1.05,2.38,54.75,67.79,64.82,165.21,16.8,54.43,1.95,2.0,0.0,1.0
35.16,6.44,52.91,2.44,1.82,2.78,189.05,69.67,54.8,390.24,12.68,79.48,0.82,1.0,1.0,0.0
38.63,5.79,48.29,3.02,0.7,2.75,155.31,63.4,63.99,278.02,28.23,65.77,1.08,2.0,0.0,0.0
58.4,7.08,58.61,2.3,0.68,2.96,112.1,67.28,57.63,401.55,18.06,88.83,1.33,0.0,1.0,0.0
44.82,5.67,55.7,2.68,1.24,2.02,139.76,60.16,28.19,385.57,18.11,66.85,0.89,2.0,0.0,0.0
76.92,5.83,44.0,1.17,0.91,2.66,114.47,68.69,60.58,110.64,14.36,51.95,1.73,1.0,0.0,0.0
70.94,6.16,42.62,3.09,1.35,1.85,119.8,66.63,32.61,171.49,10.38,48.42,1.63,1.0,1.0,0.0
79.18,6.89,53.52,1.16,1.18,1.84,183.02,69.84,35.36,288.41,17.84,70.96,1.11,0.0,0.0,0.0
42.98,6.8,51.2,3.45,1.15,1.51,74.16,62.46,42.94,473.44,10.32,86.78,1.15,0.0,0.0,0.0
78.49,7.9,55.79,3.47,0.67,2.64,65.55,65.58,39.1,236.83,21.75,61.35,1.77,0.0,0.0,1.0
51.56,7.72,54.78,1.71,0.71,2.97,50.41,60.86,39.44,351.55,16.19,67.14,1.44,1.0,0.0,0.0
47.38,6.78,52.5,1.97,1.73,1.51,97.1,55.18,32.12,104.83,22.51,54.04,1.97,1.0,0.0,0.0
32.52,6.5,59.73,2.44,1.83,1.11,72.11,57.1,38.11,384.45,21.68,71.42,1.35,0.0,0.0,0.0
32.64,6.45,50.67,2.79,0.85,2.63,83.0,67.88,24.94,341.23,18.47,67.09,1.35,1.0,0.0,1.0
64.6,7.82,42.26,1.86,0.67,2.24,51.69,51.12,46.7,386.16,9.67,77.93,1.41,1.0,1.0,0.0
52.9,5.66,56.57,2.78,0.58,2.92,84.08,61.83,60.89,461.86,18.61,91.05,1.19,0.0,0.0,1.0
41.33,5.54,45.04,1.89,1.41,1.5,99.91,57.45,65.39,158.6,18.32,57.5,1.53,1.0,0.0,1.0
60.7,7.89,55.55,1.17,1.57,1.14,54.74,57.73,63.38,204.64,18.05,70.32,1.91,0.0,1.0,0.0
42.64,6.93,59.14,1.01,1.06,1.98,141.19,67.69,43.99,498.31,11.79,88.91,0.74,1.0,0.0,1.0
58.88,5.89,53.94,1.3,1.52,1.17,135.32,67.08,59.06,162.51,21.98,66.39,1.63,2.0,1.0,0.0
47.96,6.21,51.92,3.38,1.57,1.52,64.56,61.98,37.82,388.25,20.77,71.79,1.28,2.0,0.0,1.0
71.18,8.3,49.21,3.88,1.9,1.25,139.25,55.46,26.67,390.03,8.87,76.98,1.04,1.0,1.0,0.0
71.03,8.08,47.29,2.28,0.6,1.45,199.8,59.51,56.45,373.2,15.82,74.91,0.81,1.0,0.0,0.0
53.87,7.63,47.06,2.54,0.79,1.21,191.67,58.17,55.14,190.98,19.26,59.35,1.23,2.0,0.0,1.0
47.54,6.95,52.73,1.44,0.6,2.91,50.4,57.07,62.48,186.05,13.76,54.44,1.82,0.0,0.0,1.0
48.13,7.06,55.03,2.65,1.8,1.56,169.31,52.06,53.57,366.54,11.22,84.24,0.8,0.0,0.0,1.0
70.29,8.43,53.57,1.43,1.69,1.89,103.04,60.86,31.53,174.5,11.73,60.63,1.59,2.0,0.0,1.0
46.41,8.4,43.97,2.83,1.36,2.8,59.55,56.04,64.95,364.63,14.08,85.58,1.59,0.0,0.0,0.0
40.45,6.15,49.88,3.8,0.63,2.35,94.4,63.22,54.11,297.01,21.09,75.33,1.64,0.0,0.0,1.0
34.23,7.93,55.83,1.59,0.91,2.24,98.26,56.38,62.77,254.65,12.28,81.75,1.34,2.0,0.0,0.0
53.33,6.09,49.51,3.29,0.95,2.41,128.49,58.62,61.16,220.09,10.89,65.3,1.34,2.0,0.0,0.0
54.11,6.14,50.73,1.07,1.34,2.66,149.16,51.05,38.3,479.03,14.71,93.99,0.62,1.0,0.0,0.0
72.05,7.53,55.42,2.13,0.89,2.76,162.36,69.85,27.58,303.24,21.27,65.79,1.03,2.0,0.0,0.0
41.06,6.72,53.23,1.33,0.61,2.29,86.89,60.15,32.47,324.5,25.58,72.0,1.35,2.0,1.0,0.0
49.05,8.29,48.19,2.06,1.6,2.78,98.27,50.48,28.46,479.7,16.2,87.78,0.93,0.0,1.0,0.0
70.42,5.77,57.91,1.52,0.95,2.07,96.26,60.82,35.68,361.55,14.93,64.23,1.46,0.0,0.0,1.0
71.18,7.03,43.25,2.12,1.18,1.55,104.41,67.41,46.06,483.14,10.04,86.96,1.13,1.0,1.0,0.0
49.23,8.26,59.91,2.25,0.69,2.76,199.95,65.45,67.53,142.55,26.05,56.65,1.24,0.0,1.0,0.0
52.96,8.21,42.38,1.9,1.7,2.08,166.69,64.02,65.86,438.66,7.61,86.91,0.78,0.0,0.0,1.0
45.16,5.97,40.3,2.97,1.35,2.81,196.25,52.79,58.49,234.17,14.59,61.53,1.14,0.0,0.0,1.0
76.63,6.6,57.8,3.76,1.85,1.08,153.97,63.15,25.16,424.2,25.48,78.28,0.78,2.0,0.0,1.0
35.93,7.36,44.9,2.2,1.24,1.8,110.94,65.33,40.39,442.25,13.8,84.09,1.08,0.0,1.0,0.0
76.69,5.98,54.59,1.58,1.91,2.9,108.46,61.45,56.75,208.6,12.24,57.19,1.48,2.0,1.0,0.0
64.19,8.4,56.22,1.81,1.84,1.5,123.29,67.85,30.19,263.53,20.62,62.58,1.59,0.0,0.0,1.0
56.58,8.24,57.18,3.56,1.36,2.88,112.53,55.54,62.45,390.41,19.33,80.29,1.02,2.0,0.0,0.0
31.63,6.0,59.83,2.71,1.9,2.91,174.25,54.84,67.9,139.62,21.88,63.57,1.32,0.0,0.0,1.0
53.78,5.86,45.88,2.37,0.98,2.76,119.75,67.39,41.0,402.21,17.92,81.31,0.97,1.0,0.0,0.0
50.39,5.76,54.2,1.45,1.05,2.13,94.34,62.51,57.88,144.19,19.79,52.15,1.82,1.0,0.0,0.0
38.06,8.23,42.31,2.35,0.57,2.29,166.23,50.03,31.11,465.78,15.3,87.69,0.81,1.0,0.0,1.0
62.82,6.08,48.14,1.84,1.38,2.74,178.16,57.06,57.16,210.54,19.06,62.23,1.12,0.0,0.0,1.0
78.56,6.75,56.96,3.83,1.58,2.55,113.06,67.16,25.03,330.24,25.55,68.35,1.15,1.0,0.0,1.0
58.11,6.85,47.35,3.65,1.66,2.26,150.17,50.55,31.24,146.86,11.95,46.31,1.42,2.0,1.0,0.0
65.74,7.3,51.82,1.25,0.72,2.96,58.82,50.06,58.07,207.8,15.15,63.41,1.72,1.0,0.0,0.0
33.42,5.72,50.08,2.55,1.17,2.37,129.42,55.63,58.17,261.58,20.28,72.52,1.34,1.0,1.0,0.0
50.88,6.18,52.92,1.68,0.77,2.95,56.75,68.28,54.78,294.82,16.55,69.23,1.79,1.0,1.0,0.0
35.82,8.29,59.46,2.23,1.49,1.11,54.38,68.03,46.91,100.03,12.57,57.29,2.09,1.0,0.0,1.0
60.64,8.23,41.11,3.63,0.74,1.28,141.94,60.38,56.4,455.46,15.32,91.34,0.96,2.0,1.0,0.0
76.92,7.84,51.48,2.58,1.86,1.9,95.5,61.06,61.14,103.07,14.34,48.36,1.82,1.0,0.0,1.0
63.09,5.56,57.26,2.0,0.85,1.77,161.38,56.64,70.39,409.47,28.8,86.33,1.14,0.0,0.0,0.0
33.84,6.48,49.63,1.62,0.94,2.57,184.41,54.87,66.65,288.23,20.93,65.27,1.01,1.0,0.0,1.0
47.73,7.38,41.57,3.4,1.78,1.32,70.91,66.3,62.14,309.55,19.71,68.55,1.6,0.0,1.0,0.0
57.53,6.33,51.21,2.87,1.19,2.95,158.68,52.13,57.35,183.31,17.05,51.1,1.45,0.0,1.0,0.0
50.16,8.23,46.64,2.4,0.54,1.63,127.18,59.75,51.56,342.95,16.56,66.58,1.17,1.0,0.0,1.0
71.68,7.4,43.1,1.65,1.24,1.86,66.82,62.69,29.79,314.89,12.19,65.97,1.56,1.0,0.0,1.0
70.73,5.72,56.98,2.0,0.63,1.55,147.74,52.07,31.95,165.69,13.84,52.01,1.37,0.0,1.0,0.0
60.59,8.23,50.43,3.88,1.98,2.16,141.42,60.39,63.37,195.25,12.33,63.34,1.4,2.0,0.0,0.0
48.67,8.37,58.67,2.56,1.38,1.12,127.35,61.55,62.56,126.76,29.43,50.71,1.76,2.0,0.0,0.0
42.77,5.73,56.12,2.2,0.88,1.3,188.97,64.85,53.49,126.51,19.84,57.52,1.42,1.0,0.0,1.0
35.29,7.1,53.86,2.56,1.35,2.49,128.16,54.7,45.06,105.51,10.89,48.5,1.72,2.0,0.0,0.0
47.74,6.41,40.1,3.34,0.62,1.37,198.58,55.87,25.25,188.19,18.1,55.42,1.22,2.0,1.0,0.0
50.66,6.68,48.56,2.02,1.7,1.47,126.38,61.39,39.7,371.86,28.81,59.02,1.12,1.0,0.0,1.0
63.79,6.04,43.95,1.54,1.89,2.59,67.38,69.66,44.19,226.49,6.69,61.5,1.8,0.0,1.0,0.0
62.91,7.23,58.22,2.75,1.81,1.19,120.57,54.35,47.32,237.09,21.76,67.11,1.41,0.0,1.0,0.0
33.51,8.37,43.49,3.0,1.01,1.87,77.35,69.72,68.61,152.76,8.71,47.62,1.64,2.0,0.0,0.0
49.76,7.01,45.72,3.14,0.99,1.05,139.57,64.29,29.22,330.19,20.7,69.03,1.33,0.0,0.0,1.0
39.09,5.75,50.34,3.65,0.55,1.69,153.97,66.52,48.91,236.86,5.76,59.52,1.24,1.0,0.0,1.0
37.84,7.36,45.27,2.11,1.48,2.4,120.27,51.79,41.66,370.53,15.22,83.09,1.26,2.0,0.0,0.0
71.37,6.52,44.2,1.23,1.3,1.18,64.66,56.01,71.52,396.58,16.25,77.53,1.35,0.0,1.0,0.0
32.1,8.07,51.98,3.88,1.19,2.78,120.3,51.15,65.37,333.88,10.35,87.27,0.96,2.0,1.0,0.0
50.96,6.8,41.78,2.31,1.86,2.82,62.22,57.43,45.06,210.43,16.16,66.52,1.76,0.0,1.0,0.0
38.41,6.08,41.16,2.87,0.75,1.21,152.32,69.63,71.99,303.44,11.15,75.31,0.95,2.0,1.0,0.0
73.97,6.07,47.44,3.0,0.51,2.98,168.56,52.11,48.68,200.77,24.23,52.63,1.33,0.0,0.0,1.0
57.85,7.81,54.41,2.64,0.61,1.6,194.36,61.25,32.02,461.17,10.32,80.23,0.58,0.0,0.0,1.0
41.57,6.3,51.1,1.62,0.84,1.17,72.32,50.12,50.68,406.55,20.65,84.22,1.45,1.0,0.0,0.0
55.12,7.8,48.46,3.27,0.55,1.01,129.86,64.25,34.86,297.2,15.18,67.24,1.28,1.0,0.0,0.0
66.57,6.12,51.32,3.41,1.25,1.82,135.13,53.94,54.54,486.18,23.31,84.03,0.75,1.0,0.0,1.0
77.91,6.47,47.31,2.66,0.97,2.26,188.37,52.59,69.0,318.7,22.07,81.21,0.99,2.0,0.0,1.0
41.02,6.9,58.72,2.47,0.77,1.66,144.09,56.74,61.74,231.41,17.45,65.01,1.16,2.0,1.0,0.0
74.31,8.33,41.1,1.34,1.63,2.67,71.83,65.42,37.11,138.19,13.2,52.65,1.83,2.0,1.0,0.0
76.72,8.3,53.47,1.25,0.81,2.43,115.45,52.13,38.25,317.5,21.48,74.37,1.1,0.0,0.0,0.0
75.82,6.12,57.83,2.02,1.53,1.7,148.21,54.6,27.33,444.17,21.1,84.29,0.91,0.0,0.0,1.0
61.77,6.57,56.08,1.93,1.02,2.47,155.04,50.17,37.72,446.69,17.37,87.61,0.86,0.0,0.0,0.0
61.49,5.95,43.68,3.86,1.27,2.88,179.46,69.37,28.45,341.83,10.68,73.36,0.93,2.0,0.0,1.0
50.16,7.03,45.92,3.35,1.9,1.19,77.08,61.84,47.97,257.38,17.04,61.98,1.51,1.0,1.0,0.0
67.62,6.88,54.34,2.98,0.56,1.61,192.73,64.4,58.0,360.12,11.94,77.4,0.95,2.0,0.0,0.0
56.56,8.2,41.69,2.55,1.25,1.93,58.87,63.03,60.06,404.86,16.95,89.24,1.49,2.0,0.0,0.0
63.87,8.29,56.24,1.5,1.78,2.0,197.56,52.89,26.86,264.65,23.55,55.09,1.01,1.0,0.0,1.0
51.42,6.65,54.38,3.94,1.38,2.08,178.67,61.9,40.32,290.5,13.84,61.47,0.97,1.0,1.0,0.0
66.57,6.98,54.59,2.13,0.92,1.6,149.04,52.63,37.83,372.25,15.32,77.5,0.98,2.0,0.0,0.0
71.22,8.19,42.0,1.32,1.1,2.33,160.25,58.02,29.01,450.66,10.43,80.42,0.8,0.0,1.0,0.0
37.32,7.92,54.36,2.48,1.52,2.29,60.9,61.38,41.4,416.4,22.87,71.54,1.25,0.0,0.0,0.0
71.65,5.51,53.6,3.62,1.84,2.16,56.22,61.18,38.37,108.96,17.98,52.06,2.09,1.0,1.0,0.0
57.01,6.46,56.62,3.66,0.56,1.23,65.26,52.38,54.46,149.75,16.4,58.13,2.0,2.0,0.0,1.0
72.23,6.77,40.83,1.03,0.61,1.95,63.1,50.69,66.4,441.11,16.19,100.56,1.47,0.0,0.0,0.0
51.57,6.19,40.46,3.66,0.99,1.71,132.11,65.96,45.83,433.53,11.17,83.49,0.94,0.0,0.0,0.0
48.95,6.1,47.46,1.81,0.85,1.98,82.32,64.52,59.84,255.52,14.18,78.12,1.72,1.0,1.0,0.0
75.75,5.61,42.98,1.12,0.9,2.84,179.03,51.64,31.01,333.71,8.29,74.49,1.08,2.0,1.0,0.0
42.56,7.43,51.17,3.54,0.83,1.96,116.86,52.55,66.96,462.34,20.95,80.22,0.93,1.0,0.0,0.0
72.21,6.29,58.35,3.59,0.79,1.03,154.33,67.85,31.32,464.62,13.33,82.88,0.7,2.0,0.0,1.0
54.2,5.66,47.83,2.79,0.7,1.88,147.93,65.38,33.22,413.24,22.71,77.65,1.04,2.0,1.0,0.0
55.7,6.19,56.9,2.72,1.9,2.64,97.98,69.92,29.11,183.84,19.77,53.76,1.59,2.0,1.0,0.0
45.42,7.91,40.0,3.44,0.72,2.56,86.48,55.08,38.86,392.11,12.65,72.66,1.21,2.0,1.0,0.0
58.65,8.05,43.37,3.36,0.81,2.03,101.37,59.76,50.52,140.44,14.3,58.16,1.79,2.0,0.0,0.0
46.26,6.95,40.61,3.67,0.87,1.5,169.5,54.73,71.42,457.58,22.13,88.32,0.6,2.0,0.0,0.0
31.96,6.75,46.56,2.66,1.9,1.93,137.94,62.46,62.08,159.66,8.64,64.26,1.45,0.0,0.0,0.0
43.6,8.43,58.16,3.9,1.63,2.13,88.03,52.31,42.26,364.94,12.75,80.09,1.14,0.0,0.0,0.0
30.32,6.1,41.94,3.99,1.68,3.0,172.68,52.54,51.64,344.1,19.25,73.54,0.86,0.0,0.0,1.0
78.92,6.15,52.13,1.35,0.66,2.29,58.21,51.44,53.92,410.76,11.87,78.83,1.32,0.0,0.0,1.0
78.29,6.38,49.03,3.55,1.75,2.39,154.88,63.87,63.49,320.63,12.69,71.97,1.01,2.0,0.0,0.0
49.76,6.02,58.77,2.5,1.11,1.98,115.87,59.88,59.35,123.83,16.62,54.39,1.63,0.0,0.0,1.0
66.42,6.64,42.45,2.16,0.89,1.71,159.69,62.35,51.33,382.34,19.42,80.11,0.73,2.0,1.0,0.0
47.29,8.23,44.24,2.84,1.36,2.63,189.12,67.59,56.12,253.26,18.79,64.31,0.95,1.0,1.0,0.0
63.55,7.35,40.59,1.17,1.73,1.99,162.51,64.81,59.8,228.11,12.49,62.7,1.37,1.0,1.0,0.0
70.27,6.74,48.68,2.52,1.67,2.99,116.29,59.23,30.39,496.67,18.08,87.17,0.96,0.0,0.0,0.0
77.34,8.3,45.56,3.61,1.83,1.91,72.65,69.69,33.62,336.16,17.14,75.51,1.41,2.0,1.0,0.0
50.01,5.65,57.4,1.64,1.89,1.14,170.95,59.13,57.05,384.29,13.25,81.06,0.81,0.0,0.0,1.0
69.16,6.13,52.1,2.28,0.86,2.37,119.11,52.25,64.82,310.53,12.11,73.88,1.36,2.0,0.0,0.0
43.3,7.2,52.28,3.82,1.14,1.09,61.3,69.85,43.64,407.99,6.88,80.71,1.39,0.0,0.0,1.0
79.52,7.35,50.64,2.29,0.52,1.5,157.86,50.46,71.03,400.83,23.62,75.31,0.8,1.0,1.0,0.0
31.29,5.62,41.84,2.08,1.82,1.71,93.78,61.0,34.37,362.86,10.39,72.0,1.25,1.0,1.0,0.0
60.18,6.71,48.9,2.32,0.73,2.48,57.33,56.18,44.0,499.1,15.87,82.43,1.09,0.0,1.0,0.0
62.98,7.45,59.99,2.56,1.79,1.99,185.41,60.07,42.17,283.92,22.08,64.1,0.94,0.0,0.0,0.0
64.4,7.59,56.7,2.9,0.99,1.06,122.47,61.17,68.65,382.48,13.3,77.4,1.19,2.0,0.0,1.0
36.02,7.41,57.87,3.4,1.05,2.23,92.14,54.8,37.7,419.11,14.56,74.81,1.26,1.0,0.0,0.0
76.93,6.46,56.46,2.36,0.56,1.82,157.46,61.14,46.6,250.41,13.39,59.44,1.31,0.0,0.0,0.0
39.06,5.78,42.06,3.45,0.99,2.84,182.89,65.12,32.99,282.87,-0.29,76.51,1.03,2.0,1.0,0.0
61.14,6.78,44.55,2.6,1.83,2.0,50.05,55.33,49.02,487.67,14.38,88.29,1.12,1.0,0.0,0.0
41.13,5.89,40.06,2.02,0.54,2.42,153.18,57.67,65.16,112.92,24.76,60.34,1.38,2.0,0.0,0.0
45.36,8.34,46.07,2.97,1.11,1.44,165.05,55.36,38.59,234.12,12.44,64.93,1.25,1.0,1.0,0.0
57.32,6.93,42.17,3.15,0.55,2.52,81.49,66.41,62.92,294.49,11.46,75.47,1.51,1.0,0.0,0.0
50.86,6.45,49.46,2.67,1.06,2.44,123.44,64.5,67.74,100.59,14.3,56.33,1.57,2.0,1.0,0.0
38.01,7.8,53.54,1.17,0.76,2.81,63.39,67.42,27.5,459.65,18.52,91.9,1.23,2.0,1.0,0.0
38.55,6.99,57.49,1.51,0.88,1.07,162.01,53.4,60.31,214.5,22.45,65.65,1.45,1.0,1.0,0.0
50.91,6.43,54.98,1.86,1.82,1.9,177.12,51.47,36.26,203.08,13.52,48.66,1.3,1.0,1.0,0.0
67.86,7.94,58.77,1.85,1.15,2.36,66.23,52.39,32.42,428.13,21.02,78.43,1.46,2.0,0.0,0.0
74.9,8.1,41.08,3.02,0.91,1.19,172.47,53.22,52.85,211.19,13.1,56.46,1.1,0.0,1.0,0.0
34.21,7.52,40.24,1.06,1.38,1.82,165.74,60.66,57.87,363.05,14.46,70.88,1.11,2.0,1.0,0.0
49.66,5.64,53.23,3.27,0.71,2.88,102.04,69.42,42.95,428.6,19.67,83.61,1.08,0.0,0.0,0.0
35.01,7.2,45.79,1.8,0.89,1.87,153.54,57.14,25.88,416.99,9.85,66.5,1.06,2.0,0.0,0.0
30.83,7.79,45.07,1.93,1.32,2.97,50.01,69.17,67.62,412.78,12.11,85.34,1.46,0.0,0.0,1.0
63.09,5.91,46.62,2.58,0.86,1.11,189.77,50.76,59.08,135.46,17.38,47.12,1.34,0.0,0.0,0.0
60.12,6.19,45.4,1.65,1.52,2.44,132.56,68.54,37.04,131.94,14.07,49.72,1.64,1.0,0.0,0.0
38.15,8.15,50.23,3.65,1.24,2.16,143.05,53.62,47.85,222.71,20.59,65.72,1.35,2.0,0.0,1.0
41.69,5.56,48.8,1.26,1.66,2.0,149.7,68.25,25.33,114.38,14.55,43.24,1.58,2.0,0.0,0.0
31.19,7.76,50.25,2.33,1.92,2.94,134.21,51.12,40.29,300.17,21.6,62.16,1.13,2.0,0.0,0.0
71.75,6.92,53.45,3.55,0.67,1.26,178.51,68.96,49.08,257.91,7.52,63.9,1.08,0.0,0.0,0.0
78.73,6.84,47.74,2.85,1.0,2.79,141.46,54.02,48.83,322.81,17.34,75.14,1.23,0.0,0.0,0.0
36.77,5.52,45.03,1.88,0.98,2.38,186.16,56.05,33.99,219.52,8.18,60.27,1.14,1.0,0.0,1.0
41.57,7.96,43.32,2.26,0.73,1.52,137.35,59.82,61.28,294.3,19.61,71.33,1.19,0.0,0.0,0.0
73.42,6.58,46.99,3.12,1.72,2.8,75.67,57.61,38.35,233.9,14.93,56.88,1.68,2.0,0.0,0.0
76.32,7.12,54.84,3.92,1.64,1.86,187.03,63.35,51.86,178.08,16.43,56.15,1.07,0.0,0.0,1.0
50.98,7.53,55.13,3.68,1.23,2.63,152.24,69.5,37.03,359.75,14.04,76.83,1.12,0.0,1.0,0.0
32.53,7.61,53.34,2.03,1.31,1.78,154.89,62.13,44.41,369.37,20.43,75.15,0.78,1.0,0.0,1.0
31.97,8.37,44.68,3.99,0.59,2.7,197.82,64.43,33.96,431.69,17.87,81.17,0.65,0.0,1.0,0.0
58.7,7.09,51.76,1.01,1.33,2.27,61.28,51.76,54.38,449.9,15.01,84.07,1.37,2.0,0.0,1.0
49.64,6.7,51.41,1.08,1.69,1.28,114.29,62.56,44.43,381.78,19.61,71.41,1.17,2.0,0.0,1.0
31.43,8.36,49.69,3.47,1.36,2.3,85.86,59.08,24.77,375.0,17.54,82.47,1.27,2.0,0.0,0.0
59.16,7.43,51.0,1.6,0.9,1.38,144.56,67.72,25.35,122.67,16.59,51.26,1.64,2.0,1.0,0.0
30.57,6.39,49.84,1.18,1.5,1.82,171.02,57.76,46.61,143.91,19.82,55.1,1.29,1.0,0.0,0.0
69.37,5.88,51.31,1.71,1.04,1.34,194.95,63.59,32.79,425.03,25.38,78.24,0.84,1.0,1.0,0.0
45.32,8.03,54.31,2.28,1.32,1.04,118.19,54.56,52.08,193.18,18.75,66.84,1.5,2.0,0.0,1.0
32.01,6.59,42.19,3.19,1.23,1.42,167.93,55.19,43.59,242.23,15.42,58.96,1.15,2.0,0.0,1.0
59.42,7.48,54.99,2.87,1.07,2.07,187.56,57.52,55.41,158.12,22.43,60.24,1.32,0.0,1.0,0.0
